z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.020390625,0.364190663246,89.0201630297,428.986148701,0.7882209249191123,0.00323132308078,8.89288519023e-10,7.39624917308e-09,0.184591945042,1.53863109411e-07,0.0160202176395,2.53808936839e-05,1.61924064237e-05,9.00543366794e-28,3.29494611186e-20,3.12698627093e-12,2.20779107676e-13,6.79789167394e-07,0.0653726105804,0.00236896465348,0.0014657594478,1.00671003191e-10,0.000136324370466,1.49774786838e-12,1.80405941137e-06,1.57272885512e-05,1.04868442295e-20,6.67730048705e-07,1.21060155939e-13,1.97949056774e-05,2.83645745528e-09,4.53733976718e-05,8.71765152339e-13,1.68945350084e-06,4.13626768296e-10,7.16905241238e-15,3.26908088805e-13,3.52417121228e-10,7.4326067758e-10,4.23783372827e-18,5.60385508945e-08,1.3838216313e-07,5.29251114919e-09,1.04875904569e-10,1.51317728046e-21,1.32125464077e-08,5.99505217695e-12,6.48195722126e-21,5.19315925688e-10,5.66610388216e-12,4.93156488128e-09,1.42941041435e-11,0.726683895425,0.0,1.12976178391e-10,3.68136965258e-07,2.51894330679e-11,8.96452937706e-07
0.0204296875,0.390575402126,89.910541059,468.181077905,0.721468602262671,0.00355443781761,4.31252632679e-09,1.55806191548e-08,0.181524556777,2.96925094185e-07,0.0203912899796,3.56722628013e-05,1.98196492811e-05,7.61222576744e-26,6.00311206312e-19,1.16429846329e-11,8.69031263562e-13,1.38746932005e-06,0.0632458424421,0.00312256706071,0.00204390492105,2.77767860833e-10,0.00018709463665,4.15410191532e-12,3.32876657627e-06,2.19005617818e-05,1.43562084436e-19,9.19831435693e-07,5.03925185923e-13,2.74305482864e-05,7.13806232956e-09,6.42964910188e-05,2.77628558377e-12,2.44179458782e-06,5.9766864436e-10,1.27867125723e-14,9.46871939756e-13,4.26653838826e-10,9.54582015945e-10,4.12938365127e-17,8.64335463808e-08,1.74401637104e-07,7.40161399483e-09,1.38328527918e-10,1.65232161024e-20,1.8374243745e-08,8.34187028782e-12,9.39217258151e-20,7.25460812991e-10,7.9153009992e-12,6.88913106234e-09,2.00685717078e-11,0.725750624769,0.0,2.94314493075e-10,5.61522414642e-07,1.41108673112e-10,1.30162962321e-06
0.02044921875,0.406393751999,90.3960368018,491.183717027,0.6872829892556797,0.00372255706796,1.12602100437e-08,2.36018470488e-08,0.179674900049,4.22965941833e-07,0.0229337869122,4.22588996953e-05,2.17236256712e-05,1.05600477772e-24,3.23176162597e-18,2.3849651663e-11,1.82619640552e-12,2.04004765665e-06,0.0619890715092,0.00358016531242,0.00241290055439,4.7540536947e-10,0.000218494159203,7.20470282333e-12,4.47767740244e-06,2.58008148076e-05,5.60367869344e-19,1.0789854501e-06,1.0718582089e-12,3.22667867473e-05,1.1802662082e-08,7.65491367676e-05,5.10999098662e-12,2.93751779933e-06,7.18836678319e-10,1.81649601738e-14,1.60538215055e-12,4.68617710082e-10,1.07874952305e-09,1.53511772525e-16,1.08360998802e-07,1.92968813496e-07,8.75165090575e-09,1.58734226795e-10,5.69832034945e-20,2.16441678694e-08,9.8175526324e-12,4.45293990596e-19,8.57275029278e-10,9.35350001512e-12,8.14081847609e-09,2.37948862186e-11,0.725255910368,0.0,4.9301365616e-10,6.96099197487e-07,3.90196998125e-10,1.57025564954e-06
0.02046875,0.424044499803,90.908766502,516.598068765,0.6530788633870901,0.00389199415655,2.87132877574e-08,3.59366101812e-08,0.1776159146,6.0220381436e-07,0.0256904723226,4.98353527326e-05,2.3628164419e-05,1.40582810178e-23,1.713889433e-17,4.90589153134e-11,3.85007934631e-12,2.99698872799e-06,0.0606093923215,0.00409200327733,0.00284002907241,8.14215524552e-10,0.000253929034605,1.26521327296e-11,5.91775776008e-06,3.02708528582e-05,2.19345448914e-18,1.26182954145e-06,2.2908827321e-12,3.78320832703e-05,1.94858885302e-08,9.08700121087e-05,9.3854097466e-12,3.52420979684e-06,8.62119222901e-10,2.64429057042e-14,2.6351282653e-12,5.13375722359e-10,1.21433398983e-09,5.5569700131e-16,1.3580925662e-07,2.10838992052e-07,1.03175894228e-08,1.81665850922e-10,1.95628942145e-19,2.54061174129e-08,1.14954056162e-11,2.05730725258e-18,1.0100573096e-09,1.10204794075e-11,9.59156958962e-09,2.81455603779e-11,0.724756291742,0.0,8.19762249928e-10,8.6172974028e-07,1.01622092123e-09,1.88962620645e-06
0.02048828125,0.443530399327,91.4471550142,544.457188631,0.6192784964320462,0.00406225811884,7.22339116362e-08,5.53612819555e-08,0.175340457715,8.59571472465e-07,0.0286575065279,5.83994964495e-05,2.54919911389e-05,1.85167894623e-22,9.10710401208e-17,1.02158331595e-10,8.19963997573e-12,4.40367352061e-06,0.0591047088412,0.0046603483957,0.00333004315148,1.40020265376e-09,0.00029338124438,2.27184779255e-11,7.65198507699e-06,3.53281078432e-05,8.54781721185e-18,1.47010271555e-06,4.92306590257e-12,4.41756860131e-05,3.2244039887e-08,0.00010743999582,1.7251230699e-11,4.2119123501e-06,1.02984847601e-09,3.96627170492e-14,4.22985086658e-12,5.60963800588e-10,1.36124150976e-09,1.970045574e-15,1.69911715127e-07,2.26956914696e-07,1.21176611979e-08,2.0730726863e-10,6.6482023438e-19,2.96933441941e-08,1.33597664519e-11,9.44429335799e-18,1.18556384804e-09,1.29353882383e-11,1.12579834826e-08,3.31895972154e-11,0.724257914834,0.0,1.35256619602e-09,1.0632635172e-06,2.53788330264e-09,2.26575376736e-06
0.0205078125,0.464835341621,92.009313867,574.769149633,0.5862489626675919,0.00423291014403,1.7495166439e-07,8.65258626346e-08,0.172842998518,1.23134583543e-06,0.031829341804,6.7860939629e-05,2.72717532522e-05,2.29727494923e-21,4.72871729728e-16,2.15343409837e-10,1.76348140722e-11,6.46755687316e-06,0.0574737836856,0.00528710104846,0.00388747798697,2.42199592889e-09,0.000336696740562,4.20121238413e-11,9.64084049493e-06,4.09701899196e-05,3.28859648619e-17,1.70544481962e-06,1.06181419824e-11,5.13395553835e-05,5.34038551464e-08,0.000126421813528,3.17565733421e-11,5.0111870854e-06,1.22438195242e-09,6.14127364817e-14,6.65921114194e-12,6.11457419399e-10,1.51924791299e-09,6.65008524301e-15,2.11907721018e-07,2.40096278787e-07,1.41693689319e-08,2.35855602885e-10,2.22044161457e-18,3.45361232025e-08,1.53593167035e-11,4.20625793176e-17,1.38548875086e-09,1.51166659015e-11,1.3155934986e-08,3.90068425626e-11,0.723766913984,0.0,2.20744186481e-09,1.30580001661e-06,5.98567964863e-09,2.70492969459e-06
0.02052734375,0.487926313319,92.5931187049,607.518885599,0.5542912801674257,0.00440356836006,4.00662841798e-07,1.37244247241e-07,0.170119621258,1.7681676399e-06,0.0351990946257,7.799759422e-05,2.89236980265e-05,2.56905306427e-20,2.33658129976e-15,4.55923900339e-10,3.79942011413e-11,9.47820962451e-06,0.0557161661117,0.00597379557758,0.00451662664998,4.21334106355e-09,0.000383563627333,8.00806660641e-11,1.17785634281e-05,4.71668934441e-05,1.2378321851e-16,1.96939852647e-06,2.28906777348e-11,5.93559574383e-05,8.81397977988e-08,0.000147948759372,5.85124792705e-11,5.93364040803e-06,1.44816671753e-09,9.79126729876e-14,1.02880655258e-11,6.64997373601e-10,1.68800127161e-09,2.0930610821e-14,2.63060174228e-07,2.48954933023e-07,1.648939795e-08,2.67505061806e-10,7.23188223365e-18,3.99617782205e-08,1.7381801209e-11,1.77251018285e-16,1.6114737659e-09,1.75821152526e-11,1.53004596288e-08,4.56993329205e-11,0.72328919731,0.0,3.54474379485e-09,1.59458978456e-06,1.3175851212e-08,3.21383360469e-06
0.020546875,0.512755342367,93.1962843213,642.670202778,0.5236371426405872,0.00457390725473,8.59819571728e-07,2.20633595749e-07,0.167168015868,2.53654918503e-06,0.0387588571424,8.84245188581e-05,3.04052867269e-05,2.50886963469e-19,1.07355056957e-14,9.56305819112e-10,8.0872821089e-11,1.38292559662e-05,0.0538321335717,0.00672160004376,0.00522152858494,7.35558538016e-09,0.000433488139996,1.56130615049e-10,1.38740880618e-05,5.3850787207e-05,4.51478235019e-16,2.26342361924e-06,4.90235878995e-11,6.82443465375e-05,1.44104235082e-07,0.000172107563211,1.07721120051e-10,6.99280947366e-06,1.70388997332e-09,1.59636200546e-13,1.5593924454e-11,7.21822958761e-10,1.86701910831e-09,6.07437132259e-14,3.24511501386e-07,2.52322684889e-07,1.90935870851e-08,3.02403580184e-10,2.27785687295e-17,4.59948623382e-08,1.92283558256e-11,6.91557545904e-16,1.86514440148e-09,2.03492876985e-11,1.77056544046e-08,5.34121466071e-11,0.722830274244,0.0,5.55960650043e-09,1.93486502787e-06,2.69112280567e-08,3.7997250941e-06
0.02056640625,0.539261194146,93.8164332117,680.167643736,0.49445165057472007,0.00474365052413,1.72449584176e-06,3.5856795966e-07,0.163987441127,3.61782154132e-06,0.0424999265146,9.86032263925e-05,3.16763973903e-05,2.09662032365e-18,4.50403374977e-14,1.95718693254e-09,1.67464394285e-10,2.00413343012e-05,0.0518226545121,0.00753130725115,0.00600596796765,1.28387232922e-08,0.000485761570174,3.06973345183e-10,1.56552334124e-05,6.09080983511e-05,1.58064927846e-15,2.58892590064e-06,1.0357604529e-10,7.80074016155e-05,2.32047978105e-07,0.000198912308683,1.97685065765e-10,8.20539508878e-06,1.9947613298e-09,2.63516679216e-13,2.31801420413e-11,7.82313847617e-10,2.05567721392e-09,1.61900521756e-13,3.97085369652e-07,2.49313245889e-07,2.19969506318e-08,3.40579881844e-10,6.88226723076e-17,5.26574293294e-08,2.0608249366e-11,2.45717376916e-15,2.14818492999e-09,2.34364492315e-11,2.03845596639e-08,6.2367812937e-11,0.722395133191,0.0,8.43394003348e-09,2.33153817254e-06,5.09205715596e-08,4.47073389908e-06
0.0205859375,0.567370738475,94.4511551281,719.938075826,0.46684003465304974,0.00491255507677,3.23655683033e-06,5.86971236874e-07,0.160578638827,5.10603022086e-06,0.0464129473213,0.000107916456183,3.26996586196e-05,1.48569441722e-17,1.70713602887e-13,3.86234755388e-09,3.33290439331e-10,2.87871608972e-05,0.0496893743037,0.00840330917074,0.0068734782929,2.23082564578e-08,0.000539408411436,5.99375219424e-10,1.68201560722e-05,6.81733313995e-05,5.27024368909e-15,2.94730302005e-06,2.14604158177e-10,8.86261555687e-05,3.66507910729e-07,0.000228265832588,3.60939183579e-10,9.59268972038e-06,2.32497634529e-09,4.3571682431e-13,3.37841555462e-11,8.47040475684e-10,2.25318610527e-09,3.96504521221e-13,4.81078251753e-07,2.39609915148e-07,2.52137400729e-08,3.81860022435e-10,1.98154825573e-16,5.9969318105e-08,2.11857134829e-11,7.87856739784e-15,2.46246433993e-09,2.6864575847e-11,2.33489827195e-08,7.29176511256e-11,0.72198817198,0.0,1.22229820913e-08,2.78867400662e-06,8.93333813595e-08,5.23625076528e-06
0.02060546875,0.597000013298,95.0980566244,761.892005212,0.4408564938615514,0.00508038352335,5.70516923601e-06,9.63296005344e-07,0.156943689111,7.11167094513e-06,0.0504879791915,0.000115809015328,3.34396037566e-05,8.915984019e-17,5.83457110077e-13,7.31171923113e-09,6.34355484173e-10,4.09217640544e-05,0.0474346225007,0.00933754732523,0.0078273502869,3.84393651257e-08,0.000593117024901,1.14840622769e-09,1.71451926243e-05,7.54320283041e-05,1.66357803061e-14,3.34000995853e-06,4.3438745387e-10,0.000100054149575,5.66861682865e-07,0.000259905251355,6.54668094003e-10,1.11819122526e-05,2.70040747351e-09,7.15116678171e-13,4.82841851572e-11,9.16820237348e-10,2.45855024819e-09,8.95369068822e-13,5.76119175045e-07,2.2363551112e-07,2.87575346353e-08,4.25821032882e-10,5.40906154662e-16,6.79483908614e-08,2.07005265538e-11,2.27663383016e-14,2.81021898177e-09,3.06610175854e-11,2.6609235905e-08,8.56118524159e-11,0.721613175674,0.0,1.66828446776e-08,3.30860829089e-06,1.45562743847e-07,6.10739148128e-06
0.020615234375,0.612367042406,95.4253183342,783.666429185,0.42847280476026933,0.00516501318162,7.46652981435e-06,1.24505671366e-06,0.155013883543,8.38565562547e-06,0.052613731947,0.000119141633698,3.3692530441e-05,2.12505602366e-16,1.05864940022e-12,1.00038965663e-08,8.68388695668e-10,4.87918814596e-05,0.0462452344105,0.00983519171873,0.00834562818375,5.05494199103e-08,0.000619734622627,1.58655785916e-09,1.69816949132e-05,7.90158624692e-05,2.91628101915e-14,3.55304678336e-06,6.16973328127e-10,0.000106131727992,7.03759690739e-07,0.000276642449257,8.88058383752e-10,1.20788627225e-05,2.91152785422e-09,9.19851964151e-13,5.75341578316e-11,9.5459391632e-10,2.56527471319e-09,1.31736343234e-12,6.2818397671e-07,2.13569268528e-07,3.06860430369e-08,4.48915826164e-10,8.8354905275e-16,7.22591964415e-08,2.00387929822e-11,3.80767114167e-14,3.00059643785e-09,3.27438779337e-11,2.83801692648e-08,9.31981603517e-11,0.721436312456,0.0,1.89545273374e-08,3.59620695476e-06,1.81340771757e-07,6.59506285461e-06
0.020625,0.628087465212,95.7548350678,805.958432553,0.4164927423222334,0.00524926352674,9.6224111369e-06,1.60431023082e-06,0.153025267247,9.85569967615e-06,0.0547783403026,0.000122008681732,3.38578113298e-05,4.85958003715e-16,1.87376014488e-12,1.35578316395e-08,1.17684512763e-09,5.80008967426e-05,0.0450248638821,0.0103490882275,0.00888818179471,6.62396341118e-08,0.000645689818424,2.17523147639e-09,1.66078129711e-05,8.25001139787e-05,5.04059938723e-14,3.77590582922e-06,8.71258012716e-10,0.000112390094183,8.69447823616e-07,0.000293763794885,1.20265352507e-09,1.30440793455e-05,3.1385132104e-09,1.17712776416e-12,6.82128685269e-11,9.94156020692e-10,2.67357073376e-09,1.90014551132e-12,6.82696965671e-07,2.02384491256e-07,3.27071023102e-08,4.72452753055e-10,1.423866303e-15,7.67544141367e-08,1.91163584761e-11,6.210558928e-14,3.20112340864e-09,3.49429047955e-11,3.02333375576e-08,1.01724676962e-10,0.721269024014,0.0,2.11107860643e-08,3.8999925305e-06,2.21765248054e-07,7.11654986932e-06
0.020634765625,0.644146968081,96.0863175857,828.751364338,0.4049145152632603,0.00533307998432,1.22343927335e-05,2.06107304238e-06,0.150978450534,1.15532032237e-05,0.0569802599187,0.000124424187097,3.39303899077e-05,1.07561558946e-15,3.24981892015e-12,1.82415194682e-08,1.58191840186e-09,6.87460284786e-05,0.0437740574461,0.0108790456965,0.00945540342041,8.65064115244e-08,0.000670708150666,2.96188782019e-09,1.6051951734e-05,8.58488031195e-05,8.60332644242e-14,4.00885994171e-06,1.22515360927e-09,0.000118810941723,1.06940662795e-06,0.000311142521304,1.6289858231e-09,1.40833816092e-05,3.38322840138e-09,1.4993565908e-12,8.04892814828e-11,1.03571204508e-09,2.78321185128e-09,2.69215249704e-12,7.39440484909e-07,1.9032938057e-07,3.48224702534e-08,4.96324961873e-10,2.26894239084e-15,8.14360629037e-08,1.7978403104e-11,9.93558232394e-14,3.41233890549e-09,3.72674289527e-11,3.21695444398e-08,1.11375845576e-10,0.721111645813,0.0,2.30280084268e-08,4.21892718598e-06,2.66135666334e-07,7.67409506191e-06
0.02064453125,0.660530426872,96.4194838913,852.027374629,0.3937347301857215,0.00541639699947,1.53703976468e-05,2.63969181711e-06,0.148874122234,1.35199610686e-05,0.059217891293,0.000126428041275,3.39049799899e-05,2.32538014992e-15,5.54802299716e-12,2.44257231553e-08,2.11367120288e-09,8.12471912933e-05,0.0424934301466,0.0114248138891,0.0100476677039,1.12626440781e-07,0.000694505160881,4.00934649943e-09,1.53534586651e-05,8.90261888901e-05,1.45356542755e-13,4.25221368185e-06,1.71911335763e-09,0.00012537213283,1.31012360062e-06,0.000328620623572,2.21061221624e-09,1.52029054769e-05,3.64792564125e-09,1.90209302009e-12,9.45490459e-11,1.07949291042e-09,2.89394045249e-09,3.75281052909e-12,7.98185225355e-07,1.77666336407e-07,3.70338772246e-08,5.20437656514e-10,3.5860077915e-15,8.63060711335e-08,1.66883078711e-11,1.56743603417e-13,3.63485608197e-09,3.97291668167e-11,3.41893852395e-08,1.22373235156e-10,0.720964472711,0.0,2.46093948681e-08,4.55137351287e-06,3.13338836763e-07,8.27008298723e-06
0.0206640625,0.694190392723,97.0898772956,899.940750724,0.3725574681584346,0.00557899759755,2.33145092815e-05,4.22440796737e-06,0.144558146662,1.83487646238e-05,0.0637301218906,0.000129355650648,3.3551444795e-05,9.7380085143e-15,1.51687413091e-11,4.27581137799e-08,3.68410592068e-09,0.00011175690119,0.0398826182965,0.0125464924214,0.0112900723216,1.87243256476e-07,0.000737025696317,7.15319756055e-09,1.36860573102e-05,9.4688042699e-05,3.96575313593e-13,4.76360286488e-06,3.32078536094e-09,0.000138644830933,1.92651685274e-06,0.000362812804008,4.01263848835e-09,1.76640293286e-05,4.23639960769e-09,2.99049991521e-12,1.28102972695e-10,1.17310116773e-09,3.11462215867e-09,6.92000481011e-12,9.19222242631e-07,1.51688660949e-07,4.1681281781e-08,5.68475072054e-10,8.59139426297e-15,9.64668269604e-08,1.39144787028e-11,3.65869074226e-13,4.10881661867e-09,4.50289347737e-11,3.84186997455e-08,1.48779989885e-10,0.72070503671,0.0,2.66104362981e-08,5.23957308044e-06,4.10182609606e-07,9.56526268358e-06
0.02068359375,0.72891528547,97.7637147205,949.503551466,0.35291544978252654,0.00573849171642,3.43280504537e-05,6.67735684359e-06,0.140035129126,2.5076690793e-05,0.068357391451,0.000131590038302,3.27535489853e-05,3.88746553473e-14,4.04627106268e-11,7.50377372201e-08,6.4238977422e-09,0.000151890021106,0.037168124778,0.013723331755,0.0126304687233,3.08180971741e-07,0.000771685040312,1.25946765362e-08,1.20201577972e-05,9.93088357276e-05,1.04826969186e-12,5.31873825077e-06,6.41938871868e-09,0.000152082575904,2.78996638042e-06,0.000394718988159,7.34533536032e-09,2.04946483821e-05,4.93734460543e-09,4.69174473938e-12,1.71219468778e-10,1.27853805667e-09,3.33543408425e-09,1.2187611762e-11,1.04540229426e-06,1.26217664552e-07,4.67090077435e-08,6.17144350974e-10,2.01263877066e-14,1.07357362258e-07,1.14493299909e-11,8.37969146094e-13,4.63421414505e-09,5.10574943172e-11,4.29631820632e-08,1.83862885811e-10,0.720487028423,0.0,2.77436310054e-08,5.94018038251e-06,4.98440082763e-07,1.10330747598e-05
0.020703125,0.764548515562,98.4391342451,1000.52039078,0.33474396346881025,0.00589365210722,4.94068953426e-05,1.03965922411e-05,0.1353142777,3.47219171664e-05,0.0730846695964,0.000133806958758,3.14613042157e-05,1.50534447743e-13,1.06662986083e-10,1.32807004412e-07,1.12899283185e-08,0.00020359678231,0.0343584324232,0.0149503876252,0.0140708550885,5.01423925464e-07,0.000796868789365,2.19527583131e-08,1.05876661421e-05,0.000102663563751,2.7001442516e-12,5.92202113908e-06,1.2449932495e-08,0.000165346698778,3.96319903354e-06,0.000421834598917,1.35076686085e-08,2.37226146093e-05,5.78894000831e-09,7.41472490644e-12,2.26254491741e-10,1.39835328799e-09,3.55283878306e-09,2.06647719243e-11,1.17553177469e-06,1.02671836906e-07,5.21292204232e-08,6.67087227209e-10,4.64182071448e-14,1.18990765408e-07,9.67970052069e-12,1.90523619684e-12,5.21842479608e-09,5.80496189385e-11,4.78160539371e-08,2.3110501414e-10,0.720311329494,0.0,2.9227336328e-08,6.60597507556e-06,5.65307456813e-07,1.26879923789e-05
0.02072265625,0.800901154091,99.1144362958,1052.75113277,0.31797788825543827,0.0060426657844,6.99292568566e-05,1.59443077834e-05,0.130408198326,4.88328758689e-05,0.0778940323671,0.000136504670028,2.96240310038e-05,5.71922603169e-13,2.79415086372e-10,2.36903496713e-07,2.0005128073e-08,0.000268416974471,0.031465241166,0.0162204286888,0.0156127502778,8.04357087021e-07,0.000811476652181,3.79231418703e-08,9.45899574262e-06,0.000104536172857,6.79880356172e-12,6.57962524301e-06,2.41825208021e-08,0.000177996537482,5.48424556797e-06,0.00044106436109,2.48193594621e-08,2.73448506182e-05,6.84546387242e-09,1.19568705302e-11,2.96237468953e-10,1.5352170304e-09,3.76233159613e-09,3.39683962903e-11,1.30888941094e-06,8.19668335947e-08,5.79542547794e-08,7.19508329878e-10,1.05858773455e-13,1.31380513284e-07,8.74873351487e-12,4.32040433051e-12,5.86971893572e-09,6.63545432948e-11,5.29613110616e-08,2.95198259167e-10,0.72017835162,0.0,3.20441169649e-08,7.16664738529e-06,6.05848665731e-07,1.45325943235e-05
0.0207421875,0.837738923437,99.78810042,1105.89364968,0.30255682373368903,0.00618291589542,9.77317523655e-05,2.41153467995e-05,0.12533439929,6.96732786535e-05,0.0827632432785,0.000139874101498,2.72006711604e-05,2.1350117759e-12,7.25694685444e-10,4.23132539998e-07,3.55326977554e-08,0.000346799669331,0.0285048524564,0.0175230391048,0.0172569662828,1.26713335742e-06,0.000814918208056,6.48219136474e-08,8.59878844901e-06,0.000104716848519,1.67212415109e-11,7.30001544931e-06,4.67233886482e-08,0.000189464346882,7.32944021482e-06,0.00044896279155,4.52125312138e-08,3.13123290636e-05,8.18295907621e-09,1.99638397225e-11,3.85034851569e-10,1.69156183984e-09,3.95828031638e-09,5.43996233519e-11,1.44523208658e-06,6.45181074339e-08,6.41968548295e-08,7.76002257803e-10,2.38688734348e-13,1.44540299553e-07,8.70910390122e-12,9.73333811361e-12,6.59625957306e-09,7.64770310754e-11,5.83680386779e-08,3.82343392054e-10,0.720088167228,0.0,3.65617100726e-08,7.52959102747e-06,6.26350090086e-07,1.65440751843e-05
0.02076171875,0.8747745754,100.458802789,1159.57371612,0.2884263426035054,0.00631073122405,0.000135135083661,3.60334767654e-05,0.120117174937,0.000100438131003,0.0876639759526,0.000143752577877,2.41815543211e-05,7.77668205783e-12,1.85279818003e-09,7.48764829597e-07,6.26446086436e-08,0.000437183795072,0.0254997975558,0.0188434530594,0.0190032515941,1.95096257848e-06,0.000807061001643,1.09160202813e-07,7.92478089058e-06,0.000103011718074,4.00213152692e-11,8.09392723071e-06,8.88378911206e-08,0.000199015407688,9.37483557378e-06,0.000442263374667,8.0905324809e-08,3.55188281192e-05,9.90521678626e-09,3.49577685213e-11,4.97453010726e-10,1.86897737263e-09,4.13381015752e-09,8.5110150005e-11,1.58473014829e-06,5.03278661615e-08,7.08704567061e-08,8.38326472377e-10,5.30166618362e-13,1.58482729511e-07,9.72001028691e-12,2.15549681721e-11,7.40403510168e-09,8.91220566433e-11,6.39813226844e-08,5.00552561912e-10,0.720040700483,0.0,4.25693181539e-08,7.59196278701e-06,6.39660219247e-07,1.8655550788e-05
0.02078125,0.911657199308,101.125433594,1213.33102517,0.2755398562372221,0.00642114374862,0.000184869721461,5.32819398703e-05,0.114789737836,0.000145474818063,0.0925598813651,0.000147645468089,2.06239861846e-05,2.72778626799e-11,4.59170882998e-09,1.29622023336e-06,1.08324718039e-07,0.000534992737351,0.02248046222,0.0201611702444,0.0208497938624,2.92096681406e-06,0.000788160667316,1.79896381003e-07,7.34312081882e-06,9.92693287406e-05,9.27173276055e-11,8.97248830284e-06,1.64008290207e-07,0.000205696565836,1.1376435269e-05,0.000418714479702,1.40815523431e-07,3.97883905385e-05,1.21476149608e-08,6.45206871189e-11,6.3918795332e-10,2.06729763972e-09,4.2807894258e-09,1.30179572278e-10,1.72787345884e-06,3.91106096461e-08,7.79895736994e-08,9.08199975875e-10,1.15327155078e-12,1.73215104319e-07,1.22136013902e-11,4.62304357831e-11,8.29324115976e-09,1.05232697393e-10,6.97090460793e-08,6.59868221394e-10,0.720035958299,0.0,4.93069501353e-08,7.26847318907e-06,6.56463510674e-07,2.07358366771e-05
0.02080078125,0.94796484209,101.787114517,1266.60958121,0.26385906148217064,0.00650773512062,0.000249838868417,7.80717331233e-05,0.109396325562,0.000210442063573,0.097404859192,0.000150791700214,1.6693706368e-05,9.05764306759e-11,1.08809917608e-08,2.16616876838e-06,1.81402014209e-07,0.000631922603216,0.0194862982998,0.021448511174,0.0227925923009,4.23154112765e-06,0.000758771195038,2.87630793727e-07,6.76600982383e-06,9.34247182268e-05,2.06567240527e-10,9.94074815136e-06,2.8959646727e-07,0.000208309925841,1.29917154544e-05,0.000378078724681,2.35996753895e-07,4.38565773377e-05,1.50731568844e-08,1.24452990826e-10,8.16482591275e-10,2.28338509924e-09,4.38999694878e-09,1.94480614145e-10,1.87537540791e-06,3.04220658032e-08,8.55702766331e-08,9.87155044352e-10,2.43995183995e-12,1.88727511139e-07,1.70182208314e-11,9.44444325565e-11,9.25283342878e-09,1.26000848133e-10,7.54050912049e-08,8.72316997472e-10,0.72007424209,0.0,5.54706308652e-08,6.5309560693e-06,6.79929530769e-07,2.25763667304e-05
0.0208203125,0.983204028847,102.443214553,1318.75689783,0.2533529429234594,0.00656270184935,0.000332670071929,0.000113437539693,0.103993742339,0.000302284277139,0.102142137162,0.000152257926289,1.26856702545e-05,2.79305275612e-10,2.42637201171e-08,3.44918167621e-06,2.90475551107e-07,0.000716127573965,0.0165660154844,0.0226694648166,0.0248247671735,5.90351272229e-06,0.000719630679431,4.41692448339e-07,6.12368256135e-06,8.55555899617e-05,4.39104837423e-10,1.09826351996e-05,4.8145186903e-07,0.000205496338654,1.38543499778e-05,0.000322933776097,3.77099689892e-07,4.73545855498e-05,1.88496629327e-08,2.45276766847e-10,1.03531468414e-09,2.50976938956e-09,4.45157780954e-09,2.83188724635e-10,2.02808377225e-06,2.37684361806e-08,9.36306512743e-08,1.07639450067e-09,4.98345788348e-12,2.04962857989e-07,2.53493648611e-11,1.80799427111e-10,1.02537028918e-08,1.52817377482e-10,8.08522529672e-08,1.1512615844e-09,0.720156231153,0.0,5.93490430117e-08,5.44217152586e-06,7.05636602328e-07,2.38982541081e-05
0.02083984375,1.01682074176,103.093361628,1369.03755111,0.24399523885305638,0.00657730182932,0.000435062997102,0.000163412840508,0.0986515215994,0.000428840020756,0.106704975909,0.000151066331409,8.98442070928e-06,7.84311331601e-10,5.01102063508e-08,5.16938897347e-06,4.39362456032e-07,0.000773912236192,0.013776032177,0.0237794322601,0.0269359432443,7.89485531095e-06,0.000671541502751,6.44404476821e-07,5.37662756199e-06,7.59353171635e-05,8.81575274898e-10,1.20353072565e-05,7.42227154142e-07,0.000196026867411,1.36917231408e-05,0.000258770420647,5.69198113292e-07,4.98202695292e-05,2.35905411217e-08,4.78914820677e-10,1.29994703286e-09,2.73355499438e-09,4.4558980961e-09,4.00841574614e-10,2.18688594133e-06,1.86842994633e-08,1.02190851491e-07,1.17653998051e-09,9.75001347626e-12,2.21751213969e-07,3.84057493618e-11,3.19666246557e-10,1.12423035709e-08,1.8711457855e-10,8.5752381702e-08,1.50962486778e-09,0.720282808367,0.0,5.92415514302e-08,4.15813883887e-06,7.23973411584e-07,2.43924568283e-05
