z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.0159375,0.928395283045,67.237943026,300.0,1.1339786437891357,2.0514501442e-11,-5.14781123971e-26,1.10823716515e-15,0.19474196689,6.50806878365e-19,-2.73095745416e-16,-3.36988107631e-16,-1.00380617299e-16,-6.77021507068e-56,-3.16810698449e-48,-1.82522953508e-31,-7.63625287209e-39,-7.6467644227e-16,0.0730282375836,-1.2224121598e-16,3.4943877466e-18,3.69775234224e-32,5.31644936743e-16,2.19869043516e-32,-1.67973132734e-26,2.38591946105e-16,-2.78966997918e-61,-5.73757980882e-18,7.1613036341e-44,1.96410426893e-16,4.20809157819e-25,-3.34960502732e-17,-1.05413852929e-48,-9.61272888146e-17,-1.51712871724e-19,2.0797236213e-17,1.47556809309e-28,5.89449001279e-18,-4.93995223537e-18,-5.5490642569e-36,3.40550700608e-16,-1.57304287388e-17,-5.11677411773e-18,9.34384611931e-17,2.20475680963e-40,7.86832039755e-17,2.01411168901e-17,1.4445512771e-48,7.1329316532e-21,8.23181900786e-22,-1.32731517572e-17,1.11060849249e-16,0.732229795506,0.0,4.40850147657e-19,-4.30447576743e-17,5.40963850909e-30,6.84273170631e-17
0.01625,0.885959571519,68.5563340659,300.0,1.1339786437082195,9.75559306274e-11,9.21092931341e-26,1.10739163784e-15,0.194741966875,6.50351092161e-19,-2.31795706135e-16,-3.36525967354e-16,-1.0059595896e-16,-5.9255364183e-56,1.15104774735e-48,-1.6063942695e-31,-6.72089233442e-39,-7.57974387102e-16,0.0730282375778,-1.20967744357e-16,3.50305857178e-18,3.69235847127e-32,5.31645634971e-16,2.19424806045e-32,-1.39321905779e-26,2.38592001785e-16,-2.80915064964e-61,-5.73756971986e-18,7.13812880686e-44,1.96410589112e-16,4.20423702344e-25,-3.34959879758e-17,-1.19652340673e-48,-9.61272882134e-17,-1.5171287145e-19,1.82841937899e-17,1.47272946493e-28,5.89477135791e-18,-4.93995109226e-18,1.11696736256e-35,3.43071061153e-16,-1.5730423579e-17,-5.11677409061e-18,9.34375752861e-17,2.20439582183e-40,7.86832041953e-17,2.01411170298e-17,1.18060547131e-48,7.13293441938e-21,8.23181930514e-22,-1.32731517399e-17,1.11060849178e-16,0.73222979545,0.0,4.40849140014e-19,-4.30447574047e-17,5.40174746717e-30,6.84273173732e-17
0.0165625,0.842699865808,69.8747251065,300.0,1.1339786433405394,4.4762154058e-10,-3.13938478635e-26,1.10617455455e-15,0.194741966808,6.49673627938e-19,2.72265270117e-16,-3.35903426178e-16,-1.00688805836e-16,-5.15630015755e-56,9.54752044343e-45,-1.40542354646e-31,-5.88025275074e-39,-7.50924043686e-16,0.0730282375513,-1.02727526364e-16,3.66331384457e-18,3.68593604533e-32,5.31658609912e-16,2.1892957914e-32,-1.08985913168e-26,2.38593064734e-16,-2.78362360097e-61,-5.73739347083e-18,1.81722655589e-43,1.96413481041e-16,4.19971645083e-25,-3.34943124596e-17,-5.14280020776e-46,-9.61272748556e-17,-1.51712868016e-19,1.59772744852e-17,1.46970847516e-28,5.89736738111e-18,-4.93993596124e-18,-5.23371545203e-36,3.45385569651e-16,-1.57303367914e-17,-5.11677359948e-18,9.34366441158e-17,2.20318723975e-40,7.86832053204e-17,2.01411171726e-17,-4.94515326978e-45,7.13298596004e-21,8.23182492198e-22,-1.32731512531e-17,1.11060849074e-16,0.732229795193,0.0,4.40848082812e-19,-4.30447569434e-17,5.39235170272e-30,6.84273234397e-17
0.016875,0.798616166578,71.1931161505,300.0,1.1339786417333777,1.9776959613e-09,-4.46742501564e-26,1.10462008527e-15,0.194741966514,6.48794655455e-19,6.58006654895e-15,-3.33357851946e-16,-9.89727211355e-17,-4.45690842357e-56,2.74182531517e-45,-1.22145081946e-31,-5.11071483462e-39,-7.4338841175e-16,0.0730282374352,1.46665032092e-16,6.48838089688e-18,3.67851333749e-32,5.31889851078e-16,2.18381385381e-32,-7.89733854731e-27,2.38612366217e-16,-2.77128211756e-61,-5.73444372004e-18,1.41637105623e-43,1.96463573203e-16,4.19450313547e-25,-3.34623851365e-17,1.94603715334e-45,-9.61270007218e-17,-1.51712800581e-19,1.38665233473e-17,1.46736531419e-28,5.92028617471e-18,-4.93974076968e-18,-6.4228537634e-36,3.47507006332e-16,-1.57289415847e-17,-5.1167648895e-18,9.34356705125e-17,2.20124439535e-40,7.86832228805e-17,2.01411173093e-17,1.95837443929e-44,7.13389974012e-21,8.23192460689e-22,-1.32731425476e-17,1.11060848854e-16,0.732229794073,0.0,4.40846969692e-19,-4.3044752396e-17,5.38149258028e-30,6.84274486087e-17
0.0171875,0.753708476394,72.5115072098,300.000000001,1.1339786349909862,8.3955715108e-09,-5.86171632571e-27,1.10310508872e-15,0.194741965282,6.47935167951e-19,8.21576571106e-14,-3.0621193803e-16,-7.35633532813e-17,-3.816742025e-56,1.7822736114e-44,-1.05364796638e-31,-4.40885374279e-39,-7.34191936113e-16,0.0730282369484,3.39119625807e-15,5.38327348941e-17,3.67071998194e-32,5.35808759241e-16,2.17795703919e-32,-7.29552236702e-27,2.38945466275e-16,-3.01906235211e-61,-5.68749203994e-18,6.97966239552e-44,1.97289342092e-16,4.18856196327e-25,-3.28928273696e-17,3.60643552911e-45,-9.61216572492e-17,-1.51711491194e-19,1.19424270858e-17,1.4716302456e-28,6.11324443321e-18,-4.93734034711e-18,3.97261200338e-36,3.49481268823e-16,-1.57076096002e-17,-5.11661760473e-18,9.34347634387e-17,2.19966704942e-40,7.86835229299e-17,2.01411174793e-17,8.51165746179e-47,7.14929838271e-21,8.23360465802e-22,-1.32729961554e-17,1.11060848478e-16,0.732229789374,0.0,4.4084579673e-19,-4.30446561297e-17,5.37009124132e-30,6.84299111494e-17
0.0175,0.707976804621,73.8298983367,300.000000006,1.1339786079078555,3.41624039811e-08,6.63302474428e-26,1.10481047162e-15,0.194741960333,6.4895982809e-19,9.41446519523e-13,2.22307343146e-17,2.44307604529e-16,-3.18901764332e-56,-2.30537668445e-43,-9.01221611653e-32,-3.77173533447e-39,-7.10575955897e-16,0.0730282349937,4.34105595397e-14,8.05307223628e-16,3.66873941994e-32,5.98710357334e-16,2.17453052138e-32,-9.12710474162e-27,2.44389404136e-16,8.89722590564e-58,-4.97952605285e-18,6.2047723194e-44,2.10183891674e-16,4.18186555235e-25,-2.32808259453e-17,8.97647447335e-41,-9.60230381374e-17,-1.51687338055e-19,1.01958720017e-17,1.52444599717e-28,7.65730668262e-18,-4.90934125864e-18,6.35083787007e-36,3.5176498798e-16,-1.53985907304e-17,-5.11425754891e-18,9.34353438949e-17,2.20759824968e-40,7.86884083729e-17,2.01411191489e-17,-9.55045358226e-44,7.39506074707e-21,8.26041887016e-22,-1.32706615978e-17,1.11060852458e-16,0.73222977051,0.0,4.40844656119e-19,-4.3042591747e-17,5.36719382161e-30,6.84757648981e-17
0.0178125,0.661421183614,75.1482897464,300.000000065,1.1339785039828059,1.32898993077e-07,6.36237273133e-26,1.13435496085e-15,0.19474194137,6.66308022543e-19,1.01709807914e-11,3.83600931955e-15,3.96704145861e-15,-2.29553946843e-56,1.85116217819e-42,-7.6337997076e-32,-2.2871189151e-39,-5.37120561472e-16,0.0730282275001,5.09503420509e-13,1.20549754716e-14,3.7440833751e-32,1.55088902864e-15,2.21569508092e-32,1.94689653066e-24,3.28292714669e-16,1.44251449017e-51,5.0908657867e-18,3.16046656383e-41,4.00100840543e-16,4.17401150417e-25,1.29664777122e-16,2.08632290093e-36,-9.43072788353e-17,-1.51267167624e-19,8.61797086259e-18,1.9357980379e-28,1.93569799367e-17,-4.60086476896e-18,8.38381127789e-36,3.59561239602e-16,-1.11749419409e-17,-5.07858772551e-18,9.34539548308e-17,2.29564226489e-40,7.87634035061e-17,2.01411478936e-17,-7.00594002713e-44,1.10943409689e-20,8.66403553713e-22,-1.32355291038e-17,1.11060946942e-16,0.73222969822,0.0,4.40845665138e-19,-4.30006951756e-17,5.47650444177e-30,6.92804957301e-17
0.018125,0.614041718834,76.4666822462,300.000000663,1.1339781236405289,4.92863106836e-07,7.95199584074e-26,1.37009348356e-15,0.194741872224,8.0493618495e-19,1.03392853109e-10,4.55168914184e-14,4.49142388582e-14,5.02986792743e-57,-2.67270021975e-42,-1.26503411469e-33,2.32825477663e-33,1.14121777565e-15,0.073028200147,5.61162143155e-12,1.70129316225e-13,2.15102296261e-30,1.50793660229e-14,3.02841489461e-32,1.55424460761e-22,1.54191251744e-15,2.34392367882e-45,1.39578748512e-16,6.72942765557e-36,3.02583558911e-15,4.11205289873e-25,2.41333871135e-15,4.84896594223e-32,-6.63065179435e-17,-1.44410235739e-19,7.19867099818e-18,5.57413867335e-28,1.02947566043e-16,-1.40545676848e-18,9.10549354114e-36,4.29452751738e-16,4.30352160656e-17,-4.57256628719e-18,9.3670321406e-17,2.97514360079e-40,7.98436748774e-17,2.01415825026e-17,-1.1576864761e-41,6.33585047757e-20,1.43664188919e-21,-1.2739200403e-17,1.11062399426e-16,0.732229434657,0.0,4.40889196963e-19,-4.22032117617e-17,4.78542479502e-29,8.25274237841e-17
0.018359375,0.577966689333,77.4554788586,300.000004462,1.1339772162446862,1.34305096824e-06,2.06489968868e-25,2.47491358906e-15,0.194741708821,1.46618907798e-18,6.90161905418e-10,3.28947053794e-13,3.25054652318e-13,9.90039570541e-56,-5.80730552675e-44,1.48552740162e-30,3.34613762817e-32,1.16477433404e-14,0.0730281353409,4.0356302114e-11,1.54561061989e-12,4.79633581084e-29,1.34086671235e-13,1.65105332182e-31,6.61092686952e-21,1.24075983086e-14,5.0268759213e-44,1.25273967063e-15,1.99618848418e-34,2.55124628016e-14,4.42031750114e-25,2.3547888868e-14,1.03209477202e-30,2.16037539595e-16,-7.52690750652e-20,6.22301965876e-18,3.93529845423e-27,4.78570020234e-16,1.92102973534e-17,2.36650687694e-35,8.99893146508e-16,4.74564882523e-16,-1.27842046474e-19,9.5157078978e-17,6.14625683026e-40,8.94755492967e-17,2.01455311092e-17,-5.68888459365e-44,5.20577465706e-19,6.42521995952e-21,-8.39727358821e-18,1.11075328057e-16,0.732228812054,0.0,4.41411954583e-19,-3.28422417717e-17,1.22530128184e-27,2.17243606763e-16
0.018515625,0.553659607264,78.1146797978,300.000019695,1.133975702804124,2.72881327301e-06,1.15163281817e-24,5.77936921996e-15,0.194741442127,3.64415286553e-18,3.02553725776e-09,1.54268234199e-12,1.53162953717e-12,2.03421105713e-55,7.54604638834e-45,2.23753024433e-29,3.77690532308e-31,5.36113522645e-14,0.0730280289671,1.89346588818e-10,8.99881956216e-12,6.622658235e-28,7.85720796058e-13,2.01878726462e-30,1.4049401092e-19,7.29186259091e-14,7.08159048701e-43,7.00217217491e-15,2.93286354922e-33,1.45510517009e-13,1.22802550191e-24,1.44854529064e-13,1.36818918565e-29,1.97913682988e-15,3.56482905652e-19,5.61427838497e-18,3.26402011308e-26,1.569343643e-15,1.03200751536e-16,1.32004190662e-34,2.92682241854e-15,2.62171843965e-15,2.41747679449e-17,1.01558724488e-16,1.5634610246e-39,1.42902073987e-16,2.01676694466e-17,1.68198031124e-45,3.01084595034e-18,3.35957899177e-20,1.52511766604e-17,1.11145840418e-16,0.732227796865,0.0,4.45180533477e-19,3.48699316746e-17,1.69198084175e-26,1.06541618643e-15
0.018671875,0.529147367053,78.7738889661,300.000093484,1.1339723547197544,5.64905820138e-06,9.36437224388e-24,1.78877389542e-14,0.194740878352,1.43966540345e-17,1.42559923812e-08,7.80105913972e-12,7.78737104112e-12,5.5852256152e-55,3.71876656769e-44,4.68896833532e-28,7.1254805589e-30,2.56318234288e-13,0.0730278014724,9.58583462638e-10,5.71652687508e-11,1.30951194646e-26,5.03958142713e-12,4.12769796156e-29,2.68819178736e-18,4.74432387787e-13,1.69885867505e-41,4.24814854371e-14,7.27840268075e-32,9.09660534986e-13,1.96582740698e-23,9.73482165282e-13,2.57377062555e-28,1.50470438246e-14,3.55658246584e-18,5.04696997434e-18,3.67760299461e-25,5.46534530583e-15,5.16176281953e-16,1.07338380828e-33,1.34547940223e-14,1.54044533444e-14,1.8260309597e-16,1.34724123709e-16,5.06196481026e-39,4.96045659026e-16,2.03152574332e-17,1.73188158882e-44,1.91842076051e-17,2.10058475484e-19,1.68838843674e-16,1.11602688113e-16,0.732225655822,0.0,4.77270179309e-19,6.13723694159e-16,3.29550728378e-25,7.4021827417e-15
0.018828125,0.504430997479,79.4331228641,300.000438352,1.133964728186888,1.16597618135e-05,1.00214210281e-22,6.08166937818e-14,0.194739709226,9.37239476012e-17,6.63674766005e-08,3.89193366769e-11,3.90624308675e-11,1.73018829769e-54,-1.97225233768e-43,1.19326022429e-26,2.17398729155e-28,1.20129928866e-12,0.0730273182102,4.78835947783e-09,3.56791400327e-10,2.84836537783e-25,3.17674919609e-11,9.91954719241e-28,4.97085618994e-17,3.03844115887e-12,6.5953070756e-40,2.53298300824e-13,2.90521794647e-30,5.59415435879e-12,4.51702385576e-22,6.41971126737e-12,5.23488050008e-27,1.08194903789e-13,2.63668461142e-17,4.53183535857e-18,4.62405164003e-24,1.89373501532e-14,2.47512040559e-15,1.14872780315e-32,6.61931445541e-14,8.87008050075e-14,1.17667948377e-15,3.00393783715e-16,1.80102381025e-38,2.74256482158e-15,2.12616565989e-17,2.54548086767e-43,1.20289261012e-16,1.31318531837e-18,1.12896600401e-15,1.14448814465e-16,0.732221241163,0.0,7.39836493686e-19,5.36871646936e-15,6.99643626631e-24,5.29290071726e-14
0.0190625,0.466978634521,80.422136017,300.003220051,1.1339327200279647,3.20453300345e-05,3.29468939344e-21,3.20532619832e-13,0.194735666329,1.68082005834e-15,4.83592728383e-07,3.06534420895e-10,3.09543792715e-10,1.09965526324e-53,-1.69720124062e-38,1.01141396377e-24,2.85696217911e-26,8.80337387778e-12,0.0730255571088,3.77680667626e-08,3.60212051128e-09,1.68876518475e-23,3.24252849171e-10,8.00432679673e-26,1.59507161707e-15,3.15670416742e-11,1.13582273951e-37,2.4317036993e-12,5.14667050424e-28,5.55770030466e-11,1.90903643866e-20,6.883518211e-11,2.67590531738e-25,1.26816815122e-12,3.10423774926e-16,3.94427550156e-18,1.15614304888e-22,9.83307309633e-14,1.85208174189e-14,3.7770244875e-31,5.23254332873e-13,8.18839385221e-13,1.20396806129e-14,1.73192494678e-15,1.45215690244e-37,2.7640752088e-14,3.18350380387e-17,3.61281651838e-38,1.22093111627e-15,1.33219577481e-17,1.15810252423e-14,1.45312585371e-16,0.732206205158,0.0,4.50436784973e-18,7.38170713824e-14,3.64828993625e-22,6.24478886949e-13
0.019375,0.41636839426,81.7419868815,300.027965774,1.13376324279507,0.000103641585261,2.42076820933e-19,2.03031527033e-12,0.19472069337,5.88981668172e-14,4.16682844599e-06,2.8520392724e-09,2.89737851432e-09,9.10608433813e-52,-2.23039331386e-36,2.06196183699e-22,8.66270229405e-24,7.61975307235e-11,0.073018268724,3.51897270787e-07,4.28120256842e-08,2.12433299035e-21,3.8956452621e-09,1.89643854379e-23,7.20097368911e-14,3.85951165633e-10,4.51080221685e-35,2.75012645919e-11,2.10163719902e-25,6.50174066245e-10,1.33234739888e-18,8.68162237945e-10,2.06961943719e-23,1.74498286535e-11,4.27302615668e-15,4.27125249595e-18,3.97863845164e-21,6.05961277037e-13,1.63580357213e-13,2.77787093438e-29,4.90593193771e-12,8.90866056528e-12,1.44493107586e-13,1.54155866667e-14,1.34024296411e-35,3.35678305834e-13,1.63726730241e-16,-5.38337839838e-37,1.45883874641e-14,1.59170255794e-16,1.385228067e-13,5.18621480359e-16,0.732152823085,0.0,6.51993692528e-17,1.18179682129e-12,2.66826592887e-20,8.66417858631e-12
0.019609375,0.378017481969,82.7356578169,300.140317449,1.1331968422912146,0.000235519975812,9.34433780232e-18,7.83216890949e-12,0.194689401636,1.2555278322e-12,2.07653785329e-05,1.51997330664e-08,1.55175720284e-08,2.41406143845e-49,1.03517541642e-35,1.8918023005e-20,9.20895020144e-22,3.80092603315e-10,0.073000065882,1.87735149713e-06,2.8347470464e-07,1.76232978814e-19,2.60438436854e-08,2.34376986109e-21,1.64734021463e-12,2.62147152478e-09,6.1514644739e-33,1.7416427137e-10,2.92792771524e-23,4.24427035651e-09,6.46208999891e-17,6.0645927387e-09,7.55260648658e-22,1.31920770077e-10,3.23049342156e-14,9.15451431602e-18,6.06389836666e-20,2.27437718106e-12,8.32701559519e-13,1.07726643481e-27,2.63369172687e-11,5.44898107353e-11,9.64845475255e-13,8.20924817448e-14,1.61144708992e-33,2.27108143484e-12,9.99134861594e-16,4.55945590543e-36,9.70587606032e-14,1.05897970711e-15,9.2168866802e-13,2.81238456525e-15,0.732052015749,0.0,5.6161548998e-16,1.02623551859e-11,6.73969337671e-19,6.60072728307e-11
0.019765625,0.352508194551,83.4059883711,300.460272012,1.1318007467350393,0.000406273281517,1.62278262028e-16,2.0602948314e-11,0.194638451417,1.27311363788e-11,6.77075620977e-05,5.26110819072e-08,5.38814808976e-08,5.08150294803e-47,3.75261480766e-33,5.98233869696e-19,3.02657143488e-20,1.23187408389e-09,0.0729643648101,6.49914530858e-06,1.19012069734e-06,6.6848122057e-18,1.10272256292e-07,9.91422733621e-20,1.76160026705e-11,1.12620797129e-08,2.58892801745e-31,7.02419565336e-10,1.23810704935e-21,1.75913281891e-08,1.52082248431e-15,2.67271590874e-08,1.90219609615e-20,6.24833488647e-10,1.53010531998e-13,2.43900116688e-17,4.9500780176e-19,5.82221216067e-12,2.76591274613e-12,1.89604602739e-26,9.17747198429e-11,2.12899966968e-10,4.08166625239e-12,2.84719384211e-13,6.98491277356e-32,9.72356784373e-12,4.24048505216e-15,1.64364367944e-33,4.09253623664e-13,4.46524401393e-15,3.88639379163e-12,1.14626409598e-14,0.731915238006,0.0,3.03229260741e-15,5.5226473894e-11,7.41623464285e-18,3.14853715925e-10
0.01984375,0.34001592885,83.7493273195,300.912197964,1.1299498618543107,0.000536492126927,9.15531590685e-16,3.53617588696e-11,0.194586279331,5.08156949402e-11,0.000133618237696,1.0842701771e-07,1.11098640387e-07,5.02750880148e-45,1.28720545339e-31,4.60264587728e-18,2.35513439459e-19,2.40039243025e-09,0.0729230536891,1.33804291091e-05,2.81973740398e-06,6.19342401789e-17,2.62864185966e-07,9.4719936061e-19,7.59019558398e-11,2.71452091195e-08,2.47431737124e-30,1.61534884711e-09,1.17020089326e-20,4.12811807813e-08,1.2237612528e-14,6.56733874354e-08,1.66097938538e-19,1.62186500181e-09,3.97165867437e-13,4.5782802663e-17,1.96203334939e-18,9.76313681223e-12,5.52985226743e-12,1.09017901988e-25,1.90114160257e-10,4.77989939083e-10,9.7257562072e-12,5.87146777718e-13,6.91332543484e-31,2.33771150467e-11,1.02186820873e-14,5.61975763399e-32,9.72784287007e-13,1.06137576864e-14,9.23786581837e-12,2.70258801949e-14,0.731803732451,0.0,8.79922426529e-15,1.58335137228e-10,3.0349116304e-17,8.21704030491e-10
0.0198828125,0.333970308508,83.9265512546,301.33628256,1.1282604800306901,0.000618021989601,2.40199764289e-15,4.74749799923e-11,0.194544018718,1.0737245057e-10,0.000195203084194,1.63006481261e-07,1.66944338426e-07,8.59598334307e-44,8.99214004381e-31,1.3991765395e-17,7.18357839185e-19,3.46287202796e-09,0.0728878308798,2.00923764775e-05,4.65089165138e-06,2.15156346247e-16,4.35337472096e-07,3.33234320708e-18,1.77856989652e-10,4.53024141037e-08,8.77566577508e-30,2.61081429717e-09,4.08747224467e-20,6.76439629515e-08,4.03459250607e-14,1.11074031046e-07,5.90570196762e-19,2.85013975719e-09,6.97948517936e-13,6.51784027156e-17,4.58955655501e-18,1.28905033917e-11,8.14665507121e-12,2.91155189988e-25,2.86829974914e-10,7.59941979399e-10,1.61043628385e-11,8.82658310762e-13,2.51419484103e-30,3.89450572181e-11,1.70703759904e-14,3.9207395668e-31,1.60808384279e-12,1.754532017e-14,1.5270878361e-11,4.45274913143e-14,0.731729180605,0.0,1.68067064808e-14,2.98774989708e-10,6.82895082261e-17,1.44953866484e-09
0.0199609375,0.322614699485,84.3022929024,302.910412211,1.1221350230291411,0.000820703490654,1.45654719358e-14,8.69760664232e-11,0.194402236118,3.97514967285e-10,0.00042230209298,3.73748346367e-07,3.82011526998e-07,1.81204560105e-41,3.24977847174e-29,1.07829651801e-16,5.58942250513e-18,7.25890323844e-09,0.0727665235888,4.59328413606e-05,1.27592358935e-05,2.18598304698e-15,1.20331290013e-06,3.44057799277e-17,8.21403158642e-10,1.27067620638e-07,9.853374474e-29,6.88963800823e-09,4.22835686826e-19,1.83257295049e-07,2.7083968549e-13,3.19561287622e-07,6.5206052273e-18,8.80701887632e-09,2.15668195752e-12,1.33697059169e-16,2.16053395527e-17,2.27100989768e-11,1.79243373386e-11,1.88523217444e-24,6.62521508774e-10,1.94218580019e-09,4.45101967872e-11,2.02233206549e-12,2.94312780228e-29,1.08866970153e-10,4.80019319919e-14,1.40110632332e-29,4.43035822577e-12,4.83383075906e-14,4.20721180981e-11,1.22086100992e-13,0.731526920999,0.0,6.05650260352e-14,1.05133969175e-09,3.52644086995e-16,4.51099675564e-09
0.02,0.317579260649,84.5079250388,304.341081234,1.1166841333180315,0.000945701996345,3.90086538326e-14,1.19914037065e-10,0.194280799398,7.88137215217e-10,0.000627495256889,5.74386795667e-07,5.8412566909e-07,3.29122375364e-40,2.20157134387e-28,3.09341801677e-16,1.6119701653e-17,1.053196798e-08,0.072662271491,7.03015702373e-05,2.15247515235e-05,7.32185812478e-15,2.03730893239e-06,1.16012248794e-16,1.93551633102e-09,2.16904322234e-07,3.65867425668e-28,1.13827892372e-08,1.44525112865e-18,3.07057815243e-07,8.34307911369e-13,5.53126479929e-07,2.32878568717e-17,1.58459876151e-08,3.88039805499e-12,1.9422006633e-16,5.57013987378e-17,3.03026572846e-11,2.68744828721e-11,5.35624929469e-24,1.02317665901e-09,3.1502226099e-09,7.5390649519e-11,3.09874626468e-12,1.11208498641e-28,1.85490209655e-10,8.20681293107e-14,9.41852232345e-29,7.49116496977e-12,8.17338499063e-14,7.11385358004e-11,2.06015846058e-13,0.731387577263,0.0,1.21166507442e-13,2.03239278542e-09,8.56430215556e-16,8.14801300064e-09
0.020078125,0.309706011567,84.9836864025,309.462102263,1.0977343487233397,0.00124949432848,2.48671006074e-13,2.2936586299e-10,0.193861402918,2.59276668518e-09,0.00135206717068,1.32335209204e-06,1.32624999748e-06,7.1845613497e-38,7.67015849717e-27,2.06861014033e-15,1.09876844127e-16,2.16266978517e-08,0.0723073491953,0.000160225653859,5.85166957453e-05,6.56417910858e-14,5.56985367599e-06,1.0457420538e-15,8.75304884194e-09,6.01894778972e-07,4.89055190898e-27,2.98102942946e-08,1.40958660136e-17,8.24554227369e-07,5.11255628485e-12,1.57414971759e-06,2.38325283726e-16,4.82657966905e-08,1.1819410631e-11,4.01958599857e-16,2.8622393365e-16,5.33417448691e-11,5.89002342528e-11,4.19858220592e-23,2.38224049403e-09,7.96891968268e-09,2.06438957243e-10,7.07641963153e-12,1.49784480637e-27,5.1295630498e-10,2.2837989573e-13,3.17525729792e-27,2.04497063624e-11,2.23120599826e-13,1.94197051438e-10,5.60607050275e-13,0.730999569279,0.0,4.49380956285e-13,7.01490777839e-09,4.95072335027e-15,2.49885351611e-08
0.02015625,0.306521929967,85.5903910742,319.614107231,1.0621885851491495,0.00163225775491,1.54843266264e-12,4.5660877537e-10,0.193047460173,7.52568909762e-09,0.00275499286575,2.91132408514e-06,2.81147498824e-06,1.36147130803e-35,2.39135994082e-25,1.18370093036e-14,6.50153289405e-16,4.3383335754e-08,0.0716397146839,0.000343919471044,0.00014613894043,4.7601460598e-13,1.39444388853e-05,7.5438298203e-15,3.68484351127e-08,1.52799227773e-06,7.88219983173e-26,7.21114041134e-08,1.22171143575e-16,2.03707414848e-06,2.80057032143e-11,4.08827227666e-06,2.01803746672e-15,1.32709101445e-07,3.24978606278e-11,8.10164505162e-16,1.53878078873e-15,9.10219404368e-11,1.2189624177e-10,3.85774106743e-22,5.32516892353e-09,1.85800260236e-08,5.18790851879e-10,1.52108962944e-11,2.30907999583e-26,1.2980568384e-09,5.81078560615e-13,9.28532434133e-26,5.12555985635e-11,5.59234431672e-13,4.86739716089e-10,1.402401059e-12,0.730407785358,0.0,1.60556344228e-12,2.14700373427e-08,3.00005541426e-14,6.91164184747e-08
0.020234375,0.311400642669,86.4096006802,338.820346105,1.0010375995057947,0.00209775222804,1.02355676764e-11,9.95106539964e-10,0.191527038665,2.02225684978e-08,0.00530605652132,6.20585790502e-06,5.54568093028e-06,2.94744010415e-33,8.11520671537e-24,6.5395300156e-14,3.80161631896e-15,9.22102466974e-08,0.0704433200383,0.000698254828725,0.000340657529022,2.98100134876e-12,3.24541615334e-05,4.64458113408e-14,1.47114214419e-07,3.60897704401e-06,2.0275800762e-24,1.63254248361e-07,1.05915966492e-15,4.69897822989e-06,1.38347585786e-10,9.8826731812e-06,1.53980475807e-14,3.37802368429e-07,8.27198122869e-11,1.61333839992e-15,8.83481684579e-15,1.49742214268e-10,2.38397172941e-10,4.97330028502e-21,1.16900973614e-08,4.01275326328e-08,1.21649500183e-09,3.09088993068e-11,5.26023067511e-25,3.05551198179e-09,1.37474807074e-12,2.79222929525e-24,1.1989307617e-10,1.30811734873e-12,1.13854282065e-09,3.27872140818e-12,0.72952346674,0.0,6.03609450237e-12,6.05455866385e-08,2.13964962542e-13,1.76962417628e-07
0.0203125,0.328949475863,87.5318476321,372.956859156,0.9082102005717416,0.00263780505734,8.28810361655e-11,2.49461000504e-09,0.18886637443,5.42980606458e-08,0.00957116125438,1.2827492373e-05,1.00040404906e-05,1.12959991442e-30,3.99155175017e-22,4.08730694523e-13,2.58842199736e-14,2.2826663652e-07,0.0684432467244,0.00133216218816,0.000737027452799,1.74153299264e-11,6.96835277116e-05,2.64402259895e-13,5.45588929086e-07,7.87917509331e-06,1.04848980735e-22,3.4388220772e-07,1.03761313412e-14,1.00602102886e-05,6.35180091977e-10,2.2118707027e-05,1.14982546428e-13,7.91706192944e-07,1.93860625216e-10,3.260446484e-15,5.41126023081e-14,2.35641218061e-10,4.36850003183e-10,1.10069082706e-19,2.55752447428e-08,7.9013273975e-08,2.64690978018e-09,5.89835953976e-11,2.16277031045e-23,6.64567883864e-09,3.00397096329e-12,1.10982071736e-22,2.60271434163e-10,2.83974377006e-12,2.47161719954e-09,7.12966746561e-12,0.728276991168,0.0,2.49087736837e-11,1.56739622211e-07,2.0173622214e-12,4.17280490113e-07
